episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
160,1.0,0.3226702578706995,2.6909594057386705,-83.99827794873724,20.0,3.5,5,51.0,False,True,0.6074399696598534,1,23.11822180235112,1610758870.5193944,in_progress
160,2.0,0.3229901607881452,2.687681593747222,-83.99119749313638,20.0,3.5,5,51.0,False,True,0.6216854309213012,1,23.11822180235112,1610758870.580026,in_progress
160,3.0,0.32497820492704926,2.670040901795822,-83.9978622701899,0.0,3.5,3,51.0,False,True,0.6984804387115423,1,23.11822180235112,1610758870.6496022,in_progress
160,4.0,0.3349192427343686,2.6385272138551503,-82.39823455143502,20.0,3.5,5,51.0,False,True,0.8394976412189383,1,23.11822180235112,1610758870.7166674,in_progress
160,5.0,0.35676401046368417,2.587579284473317,-78.91289575016832,20.0,3.5,5,51.0,False,True,1.0710007348926365,2,23.11822180235112,1610758870.7825167,in_progress
160,6.0,0.3841595678115053,2.5363444937421398,-74.91534346639833,-20.0,1.75,0,31.0,False,True,1.3147519331792268,2,23.11822180235112,1610758870.8545537,in_progress
160,7.0,0.43143039328954386,2.463763526328572,-68.52154788112284,20.0,1.75,4,31.0,False,True,1.661117497476005,3,23.11822180235112,1610758870.9149802,in_progress
160,8.0,0.48231005789439596,2.3907157495992797,-63.94246171731539,20.0,1.75,4,31.0,False,True,2.0313312425403267,3,23.11822180235112,1610758870.9803164,in_progress
160,9.0,0.5327459854380372,2.328783874458437,-59.94709248629314,-20.0,1.75,0,31.0,False,True,2.3413591440555086,4,23.11822180235112,1610758871.0490868,in_progress
160,10.0,0.6199479219535042,2.2347123767630532,-54.230359954438285,0.0,1.75,2,31.0,False,True,2.854685108941369,4,23.11822180235112,1610758871.1171386,in_progress
160,11.0,0.6956981405900778,2.159815059389847,-50.466159303248396,0.0,1.75,2,31.0,False,True,3.3118398897288666,5,23.11822180235112,1610758871.1793497,in_progress
160,12.0,0.7759197886539111,2.08744823130402,-47.18322919914151,0.0,3.5,3,51.0,False,True,3.717012933653014,6,23.11822180235112,1610758871.250882,in_progress
160,13.0,0.8724265961797042,2.0050484782179825,-44.176907750838005,0.0,1.75,2,31.0,False,True,4.309148570407811,7,23.11822180235112,1610758871.3231049,in_progress
160,14.0,0.98452416119647,1.9227914273208673,-40.191654613328666,20.0,1.75,4,31.0,False,True,4.989874995592371,8,23.11822180235112,1610758871.391452,in_progress
160,15.0,1.093860299618542,1.8537329508313527,-36.603012802351266,0.0,1.75,2,11.0,False,False,5.680313606925262,9,23.11822180235112,1610758871.453359,in_progress
160,16.0,1.179974640087033,1.8076214110944828,-33.493944839235766,0.0,3.5,3,31.0,False,False,6.743431942331856,10,23.11822180235112,1610758871.5182393,in_progress
160,17.0,1.303653943305324,1.748733629306504,-29.402010003417736,0.0,1.75,2,11.0,False,False,8.25134560128062,13,23.11822180235112,1610758871.5820098,in_progress
160,18.0,1.4294241170637498,1.6991971581138072,-24.265033665337075,0.0,1.75,2,11.0,False,False,9.55076056287757,15,23.11822180235112,1610758871.6577897,in_progress
160,19.0,1.560333368441022,1.6600839370470075,-19.48162687292967,20.0,1.75,4,-9.0,False,False,10.259353533672238,16,23.11822180235112,1610758871.7207098,in_progress
160,20.0,1.6703183881062555,1.6360348773693763,-16.017074018360606,-20.0,1.75,0,11.0,False,False,10.824638990520006,17,23.11822180235112,1610758871.785309,in_progress
160,21.0,1.7932753821489116,1.616531164325347,-12.977726961609893,-20.0,1.75,0,11.0,False,False,11.385144387980136,17,23.11822180235112,1610758871.847899,in_progress
160,22.0,1.9010825429081963,1.5954509528557235,-12.260935741355933,-20.0,1.75,0,31.0,False,True,11.836532868574782,18,23.11822180235112,1610758871.9207313,in_progress
160,23.0,2.0179325288414702,1.5708911096606486,-12.142831120381558,-20.0,1.75,0,31.0,False,True,12.317607848345528,19,23.11822180235112,1610758871.9920604,in_progress
160,24.0,2.1449497522668706,1.5369075600955124,-13.500442558404457,-20.0,1.75,0,31.0,False,True,12.83159792736297,20,23.11822180235112,1610758872.0578184,in_progress
160,25.0,2.249956322693265,1.5024240918594476,-15.467842434430255,-20.0,1.75,0,31.0,False,True,13.249427176510043,20,23.11822180235112,1610758872.1211762,in_progress
160,26.0,2.352630143053114,1.4612169358187628,-18.07027559483679,-20.0,1.75,0,31.0,False,True,13.660890080057086,21,23.11822180235112,1610758872.1870506,in_progress
160,27.0,2.4525113897776385,1.4127379271861642,-21.302742520286255,-20.0,1.75,0,31.0,False,True,14.032398093000559,21,23.11822180235112,1610758872.2487779,in_progress
160,28.0,2.5473687993786203,1.3598126343815577,-24.4181137232145,-20.0,1.75,0,31.0,False,True,14.410279498264577,22,23.11822180235112,1610758872.323461,in_progress
160,29.0,2.659646639398366,1.2852459410001649,-28.74575746656644,-20.0,1.75,0,31.0,False,True,14.904008633692525,23,23.11822180235112,1610758872.3868937,in_progress
160,30.0,2.744244471319756,1.218577166845437,-32.51324399604536,-20.0,1.75,0,31.0,False,True,15.331097426242385,23,23.11822180235112,1610758872.461402,in_progress
160,31.0,2.8435992338386002,1.1299582695413768,-36.83143752432925,0.0,1.75,2,31.0,False,True,15.94259904859281,24,23.11822180235112,1610758872.5258343,in_progress
160,32.0,2.92498186671131,1.0464555365368322,-40.64653258539584,0.0,1.75,2,31.0,False,True,16.563604782221365,25,23.11822180235112,1610758872.593344,in_progress
160,33.0,2.998498411218979,0.9601014710246213,-44.32930884548141,20.0,3.5,5,51.0,False,True,17.202731440517432,26,23.11822180235112,1610758872.6584885,in_progress
160,34.0,3.075112255895886,0.8672378537536964,-46.969097907133325,20.0,3.5,5,51.0,False,True,17.880177330241782,27,23.11822180235112,1610758872.7236733,in_progress
160,35.0,3.161841660276327,0.7607964045511004,-48.7971063373882,20.0,3.5,5,51.0,False,True,18.5937110305931,28,23.11822180235112,1610758872.7899997,in_progress
160,36.0,3.258419667527395,0.6487539663274026,-49.00745092770785,20.0,1.75,4,31.0,False,True,19.28761106041371,30,23.11822180235112,1610758872.860584,in_progress
160,37.0,3.369885069920116,0.5357182474150045,-47.03763885682095,20.0,1.75,4,31.0,False,True,19.895284678062094,30,23.11822180235112,1610758872.9291062,in_progress
160,38.0,3.4922333352409445,0.4278508402574034,-44.01095570804813,20.0,3.5,5,51.0,False,True,20.48322505469491,31,23.11822180235112,1610758872.998038,in_progress
160,39.0,3.610266365460049,0.33511126535795527,-40.84130660701932,20.0,3.5,5,51.0,False,True,21.0215770693832,32,23.11822180235112,1610758873.055699,in_progress
160,40.0,3.7327295153434075,0.25926094008662537,-36.058784311339636,20.0,1.75,4,11.0,False,True,21.559830804906255,33,23.11822180235112,1610758873.126354,in_progress
160,41.0,3.8837563633059498,0.18986141430871284,-28.31924553339791,20.0,3.5,5,31.0,False,True,22.213199529667556,34,23.11822180235112,1610758873.1937745,in_progress
160,42.0,4.034571777132162,0.1331791199636323,-21.906165982302163,20.0,3.5,5,31.0,False,True,22.86042998519788,35,23.11822180235112,1610758873.2574203,in_progress
