episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
100,1.0,0.3230103656164286,2.6918333024288605,-83.89801169441493,20.0,1.75,4,31.0,False,True,0.6038341387104604,1,23.11822180235112,1610758391.9517748,in_progress
100,2.0,0.3225966921134987,2.6833550893926796,-84.1810217450694,0.0,3.5,3,51.0,False,True,0.6401200842789436,1,23.11822180235112,1610758392.0146756,in_progress
100,3.0,0.32006042157639963,2.6626011594888745,-85.47264748097074,0.0,3.5,3,51.0,False,True,0.7273402122408898,1,23.11822180235112,1610758392.084581,in_progress
100,4.0,0.31865480759621867,2.6246954348643445,-86.5788680423036,-20.0,3.5,1,51.0,False,True,0.8888088485266038,1,23.11822180235112,1610758392.148512,in_progress
100,5.0,0.3133759769068553,2.5692894273801588,-88.61775809064336,20.0,1.75,4,31.0,False,True,1.1228573438192522,2,23.11822180235112,1610758392.214924,in_progress
100,6.0,0.3039102604864237,2.5031274423858183,-91.21666272879459,-20.0,3.5,1,51.0,False,True,1.3917330626316982,2,23.11822180235112,1610758392.2810955,in_progress
100,7.0,0.2899777815285202,2.4216064354081603,-94.0260048254903,20.0,1.75,4,31.0,False,True,1.7271222894997347,3,23.11822180235112,1610758392.353278,in_progress
100,8.0,0.26997585759084797,2.316238035458178,-97.09365389517573,-20.0,3.5,1,51.0,False,True,2.1390969266255593,3,23.11822180235112,1610758392.4181235,in_progress
100,9.0,0.24703224536558585,2.208642100969048,-99.06349340215151,0.0,1.75,2,31.0,False,True,2.570357793312636,4,23.11822180235112,1610758392.4794939,in_progress
100,10.0,0.22296265234547052,2.107492873084957,-100.83900823873844,0.0,1.75,2,31.0,False,True,2.940830117192002,4,23.11822180235112,1610758392.550738,in_progress
100,11.0,0.19171849503855978,1.9793274722398064,-102.18158660701509,20.0,1.75,4,31.0,False,True,3.3783645674364697,5,23.11822180235112,1610758392.6194036,in_progress
100,12.0,0.16757887550980735,1.8690355339431324,-102.1963977422753,20.0,3.5,5,51.0,False,True,3.7995781769923647,6,23.11822180235112,1610758392.6847668,in_progress
100,13.0,0.14971386427705646,1.7445098355156192,-100.18798632432579,-20.0,3.5,1,51.0,False,True,4.159045126530066,6,23.11822180235112,1610758392.7504072,in_progress
100,14.0,0.13332864491162533,1.6210246692473127,-99.03280221895668,-20.0,3.5,1,31.0,False,True,4.575030257830436,7,23.11822180235112,1610758392.8142965,in_progress
100,15.0,0.11061577578347848,1.487731381587759,-99.30496560037228,-20.0,3.5,1,11.0,False,False,4.9205850541806155,8,23.11822180235112,1610758392.8804357,in_progress
100,16.0,0.07345114312009435,1.3230824845370404,-101.29792805420067,-20.0,3.5,1,11.0,False,False,5.22846703589218,8,23.11822180235112,1610758392.9535859,in_progress
100,17.0,0.016949382086779576,1.138615000387505,-105.16992025803982,-20.0,3.5,1,11.0,True,False,5.747938359329516,9,23.11822180235112,1610758393.0146525,off_track
101,1.0,0.6601062121465683,1.5935712886298323,-62.73141050344938,0.0,1.75,2,11.0,False,True,0.6063205434224437,9,23.11822180235112,1610758393.4131866,in_progress
101,2.0,0.6630567377898576,1.5871909619906026,-62.80622068426446,-20.0,1.75,0,11.0,False,True,0.6364258824096594,9,23.11822180235112,1610758393.4840753,in_progress
101,3.0,0.6698650183689269,1.565559053939042,-63.803859666873784,20.0,3.5,5,31.0,False,True,0.7309893663167817,9,23.11822180235112,1610758393.5572178,in_progress
101,4.0,0.6784421761805091,1.5255828953161006,-66.20754308022859,-20.0,3.5,1,31.0,False,True,0.8818733933463351,9,23.11822180235112,1610758393.6235764,in_progress
101,5.0,0.6918735741156801,1.465037386476285,-69.12287258912356,0.0,1.75,2,11.0,False,True,1.117792856986307,9,23.11822180235112,1610758393.688068,in_progress
101,6.0,0.7059152051398253,1.3986621460362758,-71.3473268065044,20.0,3.5,5,31.0,False,True,1.3766599973056348,10,23.11822180235112,1610758393.7531576,in_progress
101,7.0,0.7266839203627884,1.3171247329528288,-72.7093835212119,20.0,1.75,4,11.0,False,True,1.6068125407572673,10,23.11822180235112,1610758393.8173845,in_progress
101,8.0,0.7546711230967459,1.2252876617546833,-72.88051801507257,0.0,1.75,2,11.0,False,True,1.9550241505064099,11,23.11822180235112,1610758393.88905,in_progress
101,9.0,0.7903651881466199,1.106316151582051,-73.09831665277503,20.0,3.5,5,31.0,False,True,2.192364366424318,11,23.11822180235112,1610758393.9480546,in_progress
101,10.0,0.8174559994068665,1.024627280141431,-72.52339479039053,-20.0,3.5,1,31.0,False,True,2.466495706078889,11,23.11822180235112,1610758394.015068,in_progress
101,11.0,0.8579451488588713,0.9103224575339564,-71.70937868793465,-20.0,3.5,1,31.0,False,True,2.84022474785255,12,23.11822180235112,1610758394.0814767,in_progress
101,12.0,0.8982161568736716,0.781514846542212,-72.30651992796528,-20.0,3.5,1,31.0,False,True,2.8604519749155677,12,23.11822180235112,1610758394.1517768,in_progress
101,13.0,0.9372498886038518,0.6255719773217686,-74.50131770658416,20.0,1.75,4,-9.0,False,False,3.2274114761188355,13,23.11822180235112,1610758394.224685,in_progress
101,14.0,0.9771480712778637,0.42396902444906776,-77.40346377921486,-20.0,3.5,1,11.0,True,False,3.4928907766081263,13,23.11822180235112,1610758394.2856638,off_track
102,1.0,1.6773418626029815,1.2098407412859014,4.5601303109326805,0.0,1.75,2,31.0,False,True,0.6074850342058319,16,23.11822180235112,1610758394.6849606,in_progress
102,2.0,1.6839550038693347,1.2106224861803658,4.56161492748887,0.0,1.75,2,31.0,False,True,0.6362858632753515,16,23.11822180235112,1610758394.757581,in_progress
102,3.0,1.7102637512924925,1.2099475166439655,3.8566382828967036,0.0,1.75,2,31.0,False,True,0.7486669707978039,16,23.11822180235112,1610758394.822167,in_progress
102,4.0,1.7504279551447575,1.2085910032349918,2.84102180980929,0.0,1.75,2,31.0,False,True,0.9200442210281823,17,23.11822180235112,1610758394.8890169,in_progress
102,5.0,1.787900050137095,1.207216635802876,2.003358219433972,0.0,1.75,2,31.0,False,True,1.0798713627830914,17,23.11822180235112,1610758394.9597707,in_progress
102,6.0,1.8686448838312055,1.2022368232203364,0.256267934254714,0.0,1.75,2,31.0,False,True,1.4188775794225574,17,23.11822180235112,1610758395.0251935,in_progress
102,7.0,1.95875817803548,1.195698572140502,-1.3168080591504228,0.0,1.75,2,31.0,False,True,1.7980843706415741,18,23.11822180235112,1610758395.0881858,in_progress
102,8.0,2.0348904719165004,1.1894725692054398,-2.3646148888531093,20.0,3.5,5,51.0,False,True,2.1184813390087873,19,23.11822180235112,1610758395.1550794,in_progress
102,9.0,2.1440704518469595,1.1833285765907646,-2.7061307336037914,0.0,1.75,2,31.0,False,True,2.581467026618828,19,23.11822180235112,1610758395.2286584,in_progress
