episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
300,1.0,0.32251172754579943,2.6911953877393624,-84.03742760545485,20.0,1.75,4,31.0,False,True,0.6063531815086888,1,23.11822180235112,1610760056.8574526,in_progress
300,2.0,0.3252287650852035,2.6845458934614768,-83.47617395012118,20.0,3.5,5,51.0,False,True,0.6361861964499598,1,23.11822180235112,1610760056.927442,in_progress
300,3.0,0.3268528793655266,2.662434526349363,-83.72631509112715,20.0,3.5,5,51.0,False,True,0.7321972733802428,1,23.11822180235112,1610760056.9905033,in_progress
300,4.0,0.3284679509434717,2.642250222323273,-83.91384067496386,20.0,3.5,5,51.0,False,True,0.8196190047360101,1,23.11822180235112,1610760057.0600471,in_progress
300,5.0,0.3353917065763413,2.583820244716355,-83.77206067160766,20.0,3.5,5,51.0,False,True,1.0740609564278052,2,23.11822180235112,1610760057.129131,in_progress
300,6.0,0.3477969876071313,2.5139868465819846,-82.78877583426252,0.0,3.5,3,51.0,False,True,1.3806922482610924,2,23.11822180235112,1610760057.1951869,in_progress
300,7.0,0.36209725339081966,2.444361438714484,-81.58733570971899,-20.0,3.5,1,51.0,False,True,1.6881083303543063,3,23.11822180235112,1610760057.2602758,in_progress
300,8.0,0.37977296927991344,2.3524268226566627,-80.728161880531,20.0,3.5,5,51.0,False,True,2.093165024161371,3,23.11822180235112,1610760057.326928,in_progress
300,9.0,0.39645630772139767,2.250054718037381,-80.78334410978646,20.0,1.75,4,31.0,False,True,2.5408835043770517,4,23.11822180235112,1610760057.3907824,in_progress
300,10.0,0.42239657705779765,2.1372886174609786,-79.30907018131084,20.0,1.75,4,31.0,False,True,3.0400750457913746,5,23.11822180235112,1610760057.461468,in_progress
300,11.0,0.4589183981805805,2.014737627330881,-76.65008174779972,20.0,1.75,4,31.0,False,True,3.5910015455379076,5,23.11822180235112,1610760057.5281186,in_progress
300,12.0,0.5000439190779281,1.9099961381608102,-73.3468528014391,-20.0,3.5,1,51.0,False,True,4.075084718965573,6,23.11822180235112,1610760057.591899,in_progress
300,13.0,0.5481017841613961,1.8068468758560503,-69.71252625882362,0.0,1.75,2,31.0,False,True,4.566821707188905,7,23.11822180235112,1610760057.6669488,in_progress
300,14.0,0.603422856418661,1.69766258693927,-66.32829308468534,20.0,3.5,5,31.0,False,True,5.095615025881985,8,23.11822180235112,1610760057.738221,in_progress
