episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
40,1.0,0.3224615389927054,2.6911202879881704,-84.06437285726294,0.0,1.75,2,31.0,False,True,0.6066535867019228,1,23.11822180235112,1610757842.5824654,in_progress
40,2.0,0.3228904064121646,2.686638972384946,-84.08420125705136,20.0,1.75,4,31.0,False,True,0.626125671519953,1,23.11822180235112,1610757842.6466157,in_progress
40,3.0,0.3272619737063772,2.6670204826758974,-83.593061776702,0.0,3.5,3,51.0,False,True,0.712808095419517,1,23.11822180235112,1610757842.7217317,in_progress
40,4.0,0.33557788513088954,2.620376403256508,-82.99666504733561,20.0,3.5,5,51.0,False,True,0.9176277825021274,1,23.11822180235112,1610757842.784037,in_progress
40,5.0,0.34511944279065543,2.578412982034382,-82.09325545037474,20.0,3.5,5,51.0,False,True,1.1031508498909464,2,23.11822180235112,1610757842.855156,in_progress
40,6.0,0.3598419375116309,2.5209801616501744,-80.68270600413936,0.0,3.5,3,51.0,False,True,1.3606035598323527,2,23.11822180235112,1610757842.91206,in_progress
40,7.0,0.3881822820291632,2.4299131847803896,-77.84872765522984,20.0,1.75,4,31.0,False,True,1.7704019661758295,3,23.11822180235112,1610757842.9911249,in_progress
40,8.0,0.42662891565401917,2.3394481971081675,-73.83592834334883,20.0,3.5,5,51.0,False,True,2.193368923844686,3,23.11822180235112,1610757843.0529273,in_progress
40,9.0,0.4541270884946257,2.2860483897856456,-70.99928569561452,20.0,1.75,4,31.0,False,True,2.44516024182751,4,23.11822180235112,1610757843.1245492,in_progress
40,10.0,0.536852261941066,2.1640261571469477,-63.30925414358421,20.0,3.5,5,51.0,False,True,3.05676958451917,5,23.11822180235112,1610757843.1819222,in_progress
40,11.0,0.5996803960482369,2.089988122018847,-58.004251023911706,20.0,1.75,4,31.0,False,True,3.4702650530912016,5,23.11822180235112,1610757843.2542174,in_progress
40,12.0,0.7000565949481311,1.9966123505585645,-50.01253705942843,0.0,1.75,2,31.0,False,True,4.058597443404856,6,23.11822180235112,1610757843.3227131,in_progress
40,13.0,0.8028226136674089,1.919885914472407,-43.81436948495853,0.0,1.75,2,31.0,False,True,4.639259895164076,7,23.11822180235112,1610757843.3884354,in_progress
40,14.0,0.8991722221601073,1.8593460130001769,-39.05642528229048,0.0,1.75,2,31.0,False,True,5.063575332138793,8,23.11822180235112,1610757843.4454954,in_progress
40,15.0,1.0021876867622177,1.8049642808297657,-34.38661783735158,0.0,1.75,2,31.0,False,True,5.6420990806220335,9,23.11822180235112,1610757843.5183516,in_progress
40,16.0,1.130603336716723,1.745261669571802,-29.81149565297697,0.0,3.5,3,51.0,False,True,6.753414333112167,10,23.11822180235112,1610757843.5779326,in_progress
40,17.0,1.2018437183904958,1.716665294394002,-27.42154817535992,0.0,1.75,2,11.0,False,False,7.464964416980682,11,23.11822180235112,1610757843.6409492,in_progress
